id,pid,ms_subclass,ms_zoning,lot_area,lot_shape,lot_config,neighborhood,house_style,overall_qual,overall_cond,year_built,year_remod/add,exterior_1st,mas_vnr_type,mas_vnr_area,foundation,bsmtfin_sf_1,bsmt_unf_sf,total_bsmt_sf,heating_qc,2nd_flr_sf,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_cars,wood_deck_sf,open_porch_sf,mo_sold,yr_sold,saleprice
1253,535352080,50,RL,9.045465728785949,4,Inside,NAmes,1.5Fin,5,5,1947,1950,MetalSd,None,0.0,CBlock,442.0,390.0,832.0,3,384,0.0,0.0,1,0,2,1,6,0,1.0,158,0,10,2008,11.682668239557323
1337,903227080,50,RM,8.699514748210191,4,Corner,BrkSide,1.5Fin,6,7,1929,1950,WdShing,None,0.0,BrkTil,0.0,862.0,862.0,3,208,0.0,0.0,1,0,3,1,5,1,1.0,0,0,7,2008,11.695247021764184
1788,528439040,20,RL,9.087833697483386,4,Inside,Somerst,1Story,8,5,2005,2005,VinylSd,BrkFace,148.0,PConc,769.0,769.0,1538.0,5,0,1.0,0.0,2,0,3,1,7,0,2.0,146,40,12,2007,12.468436909997665
141,535152130,20,RL,8.99342737041261,3,Inside,NAmes,1Story,5,5,1959,1959,MetalSd,BrkFace,150.0,CBlock,856.0,125.0,1143.0,3,0,1.0,0.0,1,0,3,1,6,0,1.0,0,0,5,2010,11.820410164718188
1669,527404140,20,RL,9.023287640806327,4,Inside,NAmes,1Story,4,5,1971,1971,MetalSd,None,0.0,CBlock,0.0,858.0,858.0,3,0,0.0,0.0,1,0,3,1,5,0,4.0,0,0,6,2007,11.719939634354555
1366,903458110,50,RM,8.977146484808472,3,Inside,IDOTRR,1.5Fin,6,7,1920,1950,MetalSd,None,0.0,CBlock,0.0,319.0,319.0,3,371,0.0,0.0,1,0,3,1,6,0,0.0,0,144,3,2008,11.401993904262946
52,528218150,20,RL,9.825201634137583,3,Corner,Gilbert,1Story,6,5,2005,2005,VinylSd,None,0.0,PConc,0.0,1324.0,1324.0,5,0,0.0,0.0,2,0,3,1,6,0,2.0,36,23,1,2010,12.203569515312056
1380,905104080,20,RL,8.876544550558378,3,Inside,Sawyer,1Story,5,7,1966,1966,HdBoard,BrkCmn,41.0,PConc,0.0,876.0,876.0,3,0,0.0,0.0,1,0,3,1,6,0,1.0,0,0,12,2008,11.607326140391713
919,909257050,70,RL,9.298168082341704,4,Inside,Crawfor,2Story,7,9,1926,2004,MetalSd,None,0.0,BrkTil,0.0,1276.0,1276.0,5,804,0.0,0.0,1,1,3,1,9,2,1.0,0,0,6,2009,12.363076394339839
2804,907290230,120,RM,8.39728289474368,4,Inside,CollgCr,1Story,6,5,2004,2004,VinylSd,BrkFace,169.0,PConc,662.0,186.0,848.0,5,0,1.0,0.0,1,0,1,1,3,1,2.0,140,0,5,2006,11.956970055045868
782,905229040,50,RL,9.328123407632566,4,Inside,ClearCr,1.5Fin,4,5,1957,1989,Wd Sdng,None,0.0,CBlock,0.0,1104.0,1104.0,5,684,1.0,0.0,1,0,5,1,8,2,1.0,120,0,11,2009,11.992260421644849
956,916176030,20,RL,9.573245865665552,3,CulDSac,Timber,SLvl,6,6,1958,1958,HdBoard,BrkFace,541.0,CBlock,111.0,354.0,819.0,4,0,0.0,1.0,1,0,3,1,7,1,2.0,0,118,1,2009,11.831379196088763
187,902401060,190,RM,9.109967397829395,4,Inside,OldTown,2Story,5,3,1910,1950,MetalSd,None,0.0,BrkTil,0.0,840.0,840.0,2,1128,0.0,0.0,2,0,4,2,12,0,0.0,0,18,6,2010,11.245046019814627
2074,905352180,60,RL,9.213236175088209,3,Corner,ClearCr,2Story,6,5,1988,1989,Plywood,BrkFace,268.0,PConc,831.0,320.0,1151.0,3,896,0.0,1.0,2,1,4,1,8,1,2.0,0,228,9,2007,12.259613412458204
1039,527427110,120,RH,8.308938252595778,4,Inside,NAmes,1Story,6,5,1998,1999,MetalSd,None,0.0,PConc,266.0,1139.0,1405.0,5,0,1.0,0.0,2,0,2,1,5,0,2.0,144,68,8,2008,12.106252310247962
1210,534401130,80,RL,9.10719961305667,4,Inside,NAmes,SLvl,6,7,1966,1966,HdBoard,BrkFace,183.0,CBlock,312.0,276.0,1127.0,3,0,1.0,0.0,1,1,3,1,6,0,2.0,0,129,5,2008,12.071969661006694
2710,905103140,80,RL,9.373903755841548,3,Inside,Sawyer,SLvl,5,6,1966,1966,VinylSd,BrkFace,97.0,CBlock,328.0,285.0,1164.0,5,0,1.0,0.0,1,0,3,1,6,2,2.0,160,68,5,2006,12.010665849187564
44,528138060,20,RL,9.227295812625597,3,Inside,NridgHt,1Story,7,5,2004,2004,VinylSd,BrkFace,168.0,PConc,2.0,1515.0,1517.0,5,0,0.0,0.0,2,0,3,1,7,0,2.0,0,0,3,2010,12.273731294003989
1026,527354160,60,RL,9.249561085129464,4,Inside,NWAmes,2Story,7,6,1980,1988,HdBoard,BrkFace,280.0,CBlock,0.0,738.0,738.0,3,767,0.0,0.0,2,1,3,1,7,1,2.0,28,73,3,2008,12.128111104060462
1343,903231080,50,RM,8.738735461363474,4,Inside,BrkSide,1.5Fin,4,7,1929,1950,MetalSd,None,0.0,PConc,80.0,624.0,704.0,5,512,0.0,1.0,1,0,2,1,6,0,1.0,0,365,8,2008,11.719939634354555
2248,914452090,85,RL,9.405084448768694,3,CulDSac,Mitchel,SFoyer,6,6,1979,1979,HdBoard,None,0.0,CBlock,1001.0,0.0,1001.0,3,0,1.0,0.0,2,0,2,1,5,1,2.0,84,0,1,2007,12.119969946476761
1849,533236040,160,FV,7.8804263442924,4,Inside,Somerst,2Story,8,5,1999,2000,MetalSd,BrkFace,456.0,PConc,0.0,776.0,776.0,5,677,0.0,0.0,2,1,2,1,5,0,2.0,206,0,11,2007,12.066810578196666
2076,905377020,20,RL,10.029767718446458,3,Inside,Edwards,1Story,5,5,1953,1953,MetalSd,None,0.0,CBlock,587.0,486.0,1073.0,3,0,0.0,0.0,2,0,3,1,6,1,2.0,0,64,3,2007,11.77528972943772
2641,902106040,70,RM,9.169518377455928,4,Inside,OldTown,2Story,7,7,1925,1990,Wd Sdng,None,0.0,BrkTil,16.0,712.0,728.0,5,809,0.0,1.0,1,1,3,1,6,1,2.0,0,0,8,2006,12.089538829274222
5,527105010,60,RL,9.534595424658804,3,Inside,Gilbert,2Story,5,5,1997,1998,VinylSd,None,0.0,PConc,791.0,137.0,928.0,4,701,0.0,0.0,2,1,3,1,6,1,2.0,212,34,3,2010,12.154252896800378
878,907290180,120,RM,8.39728289474368,4,Inside,CollgCr,1Story,6,5,2003,2004,VinylSd,BrkFace,170.0,PConc,685.0,163.0,848.0,5,0,1.0,0.0,1,0,1,1,4,0,2.0,140,0,6,2009,11.877568578558138
1548,910202100,30,RM,8.681011276645632,4,Corner,IDOTRR,1Story,6,8,1930,2007,Wd Sdng,None,0.0,BrkTil,538.0,278.0,816.0,5,0,0.0,0.0,1,0,2,1,5,0,1.0,0,0,6,2008,11.699405031912846
841,907135040,20,RL,9.2927495082169,4,Corner,CollgCr,1Story,5,5,1994,1995,VinylSd,None,0.0,PConc,0.0,1097.0,1097.0,5,0,0.0,0.0,1,1,3,1,6,0,2.0,392,64,6,2009,11.884489021402711
1621,527126030,120,RL,8.58110651715989,4,Inside,StoneBr,1Story,8,5,2000,2000,CemntBd,None,0.0,PConc,1196.0,298.0,1494.0,5,0,1.0,0.0,2,0,2,1,6,0,2.0,96,48,8,2007,12.43320821811392
218,905101310,90,RL,9.285262298493443,4,Inside,Sawyer,1Story,4,5,1968,1968,HdBoard,None,0.0,CBlock,0.0,1768.0,1768.0,3,0,0.0,0.0,2,0,4,2,8,0,0.0,0,0,4,2010,11.824079893607152
1504,908204160,90,RL,8.83127373772255,4,Inside,Edwards,1Story,4,5,1955,1955,WdShing,BrkCmn,58.0,Slab,0.0,0.0,0.0,3,0,0.0,0.0,2,0,2,2,6,0,0.0,0,0,7,2008,11.320553572322773
946,912251110,30,I (all),9.988747396486952,4,Inside,IDOTRR,1Story,2,4,1910,1950,Wd Sdng,None,0.0,CBlock,0.0,0.0,0.0,3,0,0.0,0.0,1,0,1,1,4,0,1.0,119,24,3,2009,10.96171178029895
455,528175050,120,RL,9.240578555036793,3,Inside,NridgHt,1Story,7,5,2007,2008,VinylSd,Stone,176.0,PConc,876.0,474.0,1350.0,5,0,1.0,0.0,2,0,2,1,6,1,2.0,192,26,5,2009,12.266697267346608
2906,923203090,120,RM,8.411832675758411,4,FR2,Mitchel,1Story,6,5,1998,1998,VinylSd,BrkFace,116.0,PConc,897.0,319.0,1216.0,5,0,1.0,0.0,2,0,2,1,5,0,2.0,0,125,5,2006,12.007621706806335
2878,910226060,50,RM,9.111624399037025,4,Inside,IDOTRR,1.5Fin,6,5,1957,1957,MetalSd,BrkFace,327.0,CBlock,0.0,967.0,967.0,4,671,0.0,0.0,2,0,4,1,6,0,1.0,0,21,4,2006,11.842229212112828
1173,533217050,160,FV,7.67786350067821,4,Inside,Somerst,2Story,7,5,1999,2000,MetalSd,BrkFace,212.0,PConc,510.0,90.0,600.0,5,628,1.0,0.0,2,1,2,1,4,0,2.0,0,48,3,2008,11.982929094215963
985,923276260,85,RL,8.94494150776486,4,Inside,Mitchel,SFoyer,5,6,1992,1993,HdBoard,None,0.0,PConc,718.0,0.0,828.0,3,0,1.0,0.0,1,0,2,1,5,1,2.0,100,32,6,2009,11.911701584927597
975,923225490,20,RL,9.196038587265322,4,Inside,Mitchel,1Story,5,6,1968,1968,HdBoard,None,0.0,CBlock,510.0,354.0,864.0,3,0,1.0,0.0,1,0,3,1,5,0,1.0,33,0,11,2009,11.77528972943772
202,903425110,70,RM,9.239899174217728,3,Inside,OldTown,2Story,7,6,1921,1950,Stucco,None,0.0,BrkTil,0.0,576.0,576.0,4,808,0.0,0.0,2,0,3,1,9,0,2.0,12,11,4,2010,11.84939770159144
528,528480170,20,FV,9.002701007197938,4,Corner,Somerst,1Story,8,5,2008,2009,VinylSd,BrkFace,288.0,PConc,0.0,1836.0,1836.0,5,0,0.0,0.0,2,0,3,1,8,1,2.0,0,175,10,2009,12.48559653028049
2579,535179050,20,RL,9.605755144230846,3,Inside,NAmes,1Story,5,5,1957,1957,Wd Sdng,None,0.0,CBlock,895.0,197.0,1092.0,3,0,1.0,0.0,1,0,2,1,6,1,1.0,268,0,5,2006,11.856515169360305
591,534152120,20,RL,9.174713194333032,4,Inside,NWAmes,1Story,6,5,1977,1977,Plywood,BrkFace,360.0,CBlock,686.0,664.0,1350.0,3,0,0.0,1.0,2,0,2,1,6,1,2.0,0,16,4,2009,12.031123843065632
1897,534425080,20,RL,9.587748882301822,3,CulDSac,NAmes,1Story,6,6,1960,1987,Wd Sdng,BrkFace,85.0,CBlock,594.0,331.0,1144.0,5,0,0.0,1.0,1,0,3,1,7,2,2.0,216,110,6,2007,12.111212364506214
70,528458110,20,FV,9.104979856318357,4,Inside,Somerst,1Story,8,5,2008,2008,VinylSd,Stone,36.0,PConc,1078.0,488.0,1566.0,5,0,1.0,0.0,2,0,3,1,7,0,2.0,144,168,4,2010,12.478006361013815
590,534151120,60,RL,9.530538036104643,3,Inside,NWAmes,2Story,7,7,1977,1992,HdBoard,BrkFace,283.0,PConc,432.0,476.0,908.0,5,972,0.0,0.0,1,2,4,1,8,2,2.0,321,72,11,2009,12.345834587905333
1172,533215080,120,FV,8.540714386457584,3,CulDSac,Somerst,1Story,9,5,1999,2000,MetalSd,BrkFace,60.0,PConc,1238.0,460.0,1698.0,5,0,1.0,0.0,2,0,2,1,5,1,2.0,97,65,1,2008,12.703509032177148
1714,528172070,20,RL,9.132811169466946,3,Inside,NridgHt,1Story,8,5,2005,2005,VinylSd,BrkFace,210.0,PConc,119.0,1602.0,1721.0,5,0,1.0,0.0,2,0,3,1,7,0,2.0,168,27,1,2007,12.35749675449625
829,906380220,20,RL,9.242226560838505,3,Corner,CollgCr,1Story,8,5,2008,2008,VinylSd,BrkFace,140.0,PConc,872.0,382.0,1254.0,5,0,1.0,0.0,2,0,2,1,5,0,3.0,168,92,3,2009,12.309531353898404
1397,905227050,50,RL,9.033006356693267,4,Corner,Sawyer,1.5Fin,5,7,1941,1973,Wd Sdng,None,0.0,BrkTil,336.0,240.0,576.0,4,486,1.0,0.0,1,1,2,1,6,0,3.0,0,0,6,2008,11.934263922234683
877,907290090,20,RL,9.185022563991893,4,Inside,CollgCr,1Story,7,5,2000,2001,VinylSd,BrkFace,171.0,PConc,0.0,1630.0,1630.0,5,0,0.0,0.0,2,0,3,1,6,1,2.0,74,234,10,2009,12.269047444691562
2477,531376050,60,RL,8.940105213128122,3,Inside,SawyerW,2Story,7,5,2005,2005,VinylSd,BrkFace,96.0,PConc,0.0,784.0,784.0,5,754,0.0,0.0,2,1,3,1,7,0,2.0,100,77,3,2006,12.127570417375216
2871,909428110,190,RL,9.66459564425378,4,Corner,Crawfor,1Story,5,5,1953,1953,MetalSd,BrkFace,56.0,CBlock,841.0,324.0,1165.0,3,0,1.0,0.0,1,0,2,1,5,2,1.0,0,0,6,2006,11.964001084330445
2489,532353030,20,RL,9.131297164635729,3,Inside,Sawyer,1Story,5,6,1962,2002,HdBoard,None,0.0,CBlock,612.0,252.0,864.0,4,0,0.0,0.0,1,0,2,1,6,1,2.0,161,0,3,2006,11.877568578558138
1655,527354050,20,RL,9.249561085129464,4,Inside,NWAmes,1Story,6,5,1979,1999,MetalSd,BrkFace,253.0,CBlock,903.0,356.0,1259.0,5,0,1.0,0.0,2,0,2,1,5,1,2.0,240,141,8,2007,12.167071908180441
1891,534401120,20,RL,9.082507000466299,4,Inside,NAmes,1Story,7,6,1966,1966,HdBoard,BrkFace,202.0,CBlock,654.0,520.0,1174.0,5,0,0.0,1.0,2,0,3,1,6,1,2.0,0,0,10,2007,12.004568269319446
1419,906204150,60,RL,9.379154445411636,4,Inside,SawyerW,2Story,7,5,1990,1990,HdBoard,BrkFace,99.0,PConc,1085.0,390.0,1475.0,5,797,1.0,0.0,2,1,4,1,10,1,2.0,192,121,5,2008,12.477167914377556
1473,907405020,20,RL,9.119868468812108,4,Inside,CollgCr,1Story,7,5,2002,2003,VinylSd,BrkFace,113.0,PConc,810.0,726.0,1536.0,5,0,1.0,0.0,2,0,3,1,7,0,2.0,192,74,12,2008,12.273731294003989
2868,909425120,20,RL,9.55499334068759,3,Inside,Crawfor,1Story,6,7,1956,2004,Stone,None,0.0,PConc,296.0,230.0,1073.0,5,0,0.0,0.0,1,0,2,1,6,1,2.0,0,0,7,2006,12.345834587905333
1695,528108160,60,RL,9.55775254863573,4,Corner,NridgHt,2Story,7,5,2006,2006,VinylSd,BrkFace,350.0,PConc,0.0,1063.0,1063.0,5,1101,0.0,0.0,2,1,3,1,9,1,3.0,192,62,8,2007,12.542544882151386
2244,911128010,20,C (all),8.789507786736896,4,Corner,IDOTRR,1Story,4,6,1957,1980,MetalSd,None,0.0,CBlock,967.0,106.0,1073.0,4,0,1.0,0.0,1,0,3,1,6,0,2.0,0,444,8,2007,11.84939770159144
169,535477020,60,RL,8.948975607841776,4,Inside,NAmes,2Story,6,5,1966,1966,MetalSd,BrkFace,351.0,CBlock,0.0,756.0,756.0,3,788,0.0,0.0,1,1,4,1,7,1,2.0,0,124,6,2010,11.951180395901384
2670,902456015,50,C (all),8.46821300919452,4,Corner,IDOTRR,1.5Unf,3,3,1918,1950,Wd Sdng,None,0.0,BrkTil,0.0,1020.0,1020.0,2,0,0.0,0.0,1,0,2,1,5,0,0.0,0,0,10,2006,11.074420502783864
247,906204230,60,RL,9.422301633887823,3,CulDSac,SawyerW,2Story,6,7,1993,1993,VinylSd,BrkFace,85.0,PConc,860.0,86.0,946.0,5,838,0.0,1.0,2,1,3,1,8,1,4.0,450,92,5,2010,12.292250341771226
2137,907200250,80,RL,9.181940897454485,4,Inside,CollgCr,SLvl,5,7,1977,1977,Plywood,BrkFace,51.0,CBlock,755.0,240.0,995.0,3,0,0.0,0.0,2,0,3,1,6,1,2.0,0,0,6,2007,11.982929094215963
1794,528456190,20,FV,9.064157861798101,4,Inside,Somerst,1Story,8,5,2007,2007,VinylSd,None,0.0,PConc,24.0,1314.0,1338.0,5,0,0.0,0.0,2,0,3,1,6,0,2.0,0,141,11,2007,12.249610947544657
1164,533212140,160,FV,8.064636475774222,4,Inside,Somerst,2Story,7,5,2007,2007,VinylSd,None,0.0,PConc,0.0,689.0,689.0,5,689,0.0,0.0,2,0,2,1,5,0,2.0,0,102,3,2008,11.891361900690473
1179,533250050,120,RL,9.61333576618342,2,Inside,Veenker,1Story,8,5,1996,1996,BrkFace,None,0.0,PConc,786.0,474.0,1260.0,5,0,1.0,0.0,1,1,1,1,4,2,2.0,120,30,12,2008,12.411052226216713
1340,903228090,45,RM,8.517193191416238,4,Inside,BrkSide,1.5Unf,6,7,1926,1950,MetalSd,None,0.0,BrkTil,0.0,992.0,992.0,5,0,0.0,0.0,1,0,3,1,6,0,1.0,0,0,4,2008,11.635143097694478
436,528116010,20,RL,9.733292175540013,3,FR3,NridgHt,1Story,8,5,2004,2005,VinylSd,BrkFace,238.0,PConc,1531.0,251.0,1782.0,5,0,1.0,0.0,2,0,3,1,7,2,3.0,99,82,4,2009,12.598114733306197
421,528102040,20,RL,9.429957713513835,4,FR2,NridgHt,1Story,10,5,2006,2007,CemntBd,Stone,230.0,PConc,1172.0,528.0,1700.0,5,0,1.0,0.0,2,0,3,1,7,1,3.0,216,48,7,2009,12.729320789294722
2834,908225180,50,RL,8.847359875474174,4,Inside,Edwards,1.5Fin,4,7,1948,1950,VinylSd,None,0.0,CBlock,0.0,624.0,624.0,5,312,0.0,0.0,1,0,3,1,5,0,1.0,0,0,4,2006,11.491701828518602
517,528456240,20,FV,8.969796305981806,3,Inside,Somerst,1Story,6,5,2009,2009,VinylSd,None,0.0,PConc,27.0,1191.0,1218.0,5,0,0.0,0.0,2,0,2,1,4,0,2.0,0,102,9,2009,12.246734627249063
1566,914467050,60,RL,9.3101857069459,4,Inside,Mitchel,2Story,7,5,1996,1997,VinylSd,None,0.0,PConc,0.0,910.0,910.0,5,910,0.0,0.0,2,1,3,1,8,1,3.0,318,32,9,2008,12.269047444691562
1439,907187030,60,RL,9.096499555552423,3,CulDSac,CollgCr,2Story,7,5,1998,1999,VinylSd,None,0.0,PConc,0.0,880.0,880.0,5,844,0.0,0.0,2,1,3,1,8,0,2.0,120,155,7,2008,12.144197241812087
2577,535177100,20,RL,9.170559501964338,3,Corner,NAmes,1Story,6,6,1958,1958,Wd Sdng,BrkFace,632.0,CBlock,203.0,918.0,1121.0,5,0,0.0,0.0,1,1,3,1,7,1,2.0,80,0,12,2006,11.99535161421452
2241,910205130,50,RM,9.52588077255636,4,Inside,IDOTRR,1.5Fin,5,5,1950,1950,Wd Sdng,None,0.0,CBlock,420.0,490.0,910.0,3,648,0.0,0.0,1,1,4,1,6,0,1.0,289,0,6,2007,11.931635799828413
71,528477080,60,FV,9.437635294412868,4,Corner,Somerst,2Story,7,5,2004,2005,VinylSd,None,0.0,PConc,222.0,769.0,991.0,5,956,0.0,0.0,2,1,3,1,8,1,2.0,0,136,5,2010,12.448626590364206
1143,531384030,60,RL,9.586376669393536,2,CulDSac,SawyerW,2Story,7,5,1994,1995,VinylSd,BrkFace,145.0,PConc,537.0,295.0,832.0,5,825,0.0,0.0,2,1,3,1,6,0,2.0,144,74,11,2008,12.14950229404178
1021,527302185,20,RL,9.828710125578304,3,CulDSac,NWAmes,1Story,7,5,1978,1978,Plywood,BrkFace,383.0,CBlock,1206.0,656.0,2048.0,3,0,1.0,0.0,2,0,3,1,7,2,2.0,200,0,8,2008,12.367340793126296
1416,905479110,190,RL,9.294681520409934,4,Inside,Edwards,1Story,5,5,1950,1950,MetalSd,None,0.0,CBlock,1040.0,124.0,1164.0,3,0,1.0,0.0,1,0,3,1,5,0,1.0,0,48,8,2008,11.736069016284437
35,527453150,120,RL,7.731930721948486,4,FR2,NPkVill,1Story,7,6,1975,1975,Plywood,None,0.0,CBlock,0.0,836.0,836.0,5,0,0.0,0.0,1,0,2,1,4,0,1.0,0,30,6,2010,11.695247021764184
2904,923125030,20,A (agr),10.349774655164548,4,Inside,Mitchel,1Story,1,3,1951,1951,CBlock,None,0.0,CBlock,0.0,0.0,0.0,3,0,0.0,0.0,1,1,3,1,6,0,1.0,0,0,5,2006,11.308358299228955
2174,908127100,90,RL,9.379323364330956,4,Inside,Edwards,SFoyer,6,5,1990,1990,HdBoard,BrkFace,104.0,CBlock,816.0,0.0,816.0,3,0,1.0,0.0,1,0,3,1,5,0,0.0,0,32,5,2007,11.682668239557323
522,528458160,20,FV,9.125544720271467,4,Inside,Somerst,1Story,9,5,2009,2009,CemntBd,Stone,162.0,PConc,1121.0,645.0,1766.0,5,0,1.0,0.0,2,1,2,1,7,1,3.0,195,130,10,2009,12.823628446539173
2211,909275030,90,RH,8.743531633626967,4,Inside,Crawfor,2Story,5,6,1949,1950,MetalSd,None,0.0,CBlock,284.0,717.0,1001.0,3,1001,0.0,0.0,2,0,4,2,8,0,3.0,0,0,8,2007,11.884489021402711
1539,909425010,50,RL,9.658864969544794,3,Corner,Crawfor,1.5Fin,7,9,1939,2006,VinylSd,BrkFace,312.0,CBlock,341.0,457.0,798.0,5,817,0.0,1.0,1,1,3,1,8,2,2.0,0,119,5,2008,12.649154617209645
2420,528228280,120,RL,8.034955024502159,4,Inside,Blmngtn,1Story,7,5,2006,2006,VinylSd,BrkFace,14.0,PConc,453.0,767.0,1220.0,5,0,1.0,0.0,2,0,2,1,6,1,2.0,100,16,11,2006,12.256052577835195
2779,907192010,60,RL,9.506734385029985,3,Corner,CollgCr,2Story,7,5,2002,2002,VinylSd,None,0.0,PConc,700.0,216.0,916.0,5,941,1.0,0.0,2,1,3,1,8,0,2.0,146,91,6,2006,12.206072645530174
953,914476020,90,RL,9.22276289197474,4,Inside,Mitchel,1.5Fin,5,5,1977,1977,Plywood,None,0.0,CBlock,0.0,0.0,0.0,3,432,0.0,0.0,2,0,4,2,8,0,2.0,0,0,8,2009,11.744037185933616
658,535377150,70,RL,9.005282288208358,4,Corner,OldTown,2Story,4,8,1900,2003,MetalSd,None,0.0,BrkTil,0.0,405.0,405.0,4,322,0.0,0.0,1,0,2,1,6,0,1.0,0,0,5,2009,11.643953727376633
714,902301060,70,RM,9.169518377455928,4,Inside,OldTown,2Story,4,4,1910,1950,VinylSd,None,0.0,BrkTil,0.0,677.0,677.0,3,677,0.0,0.0,2,0,3,1,7,0,2.0,0,0,6,2009,11.379394072345706
1637,527212060,60,RL,9.419628376999952,3,Inside,StoneBr,2Story,8,5,2005,2005,VinylSd,Stone,146.0,PConc,986.0,163.0,1149.0,5,1377,1.0,0.0,3,1,4,1,10,1,3.0,120,32,7,2007,12.763586225373727
538,531369020,20,RL,9.224341891611996,3,Inside,SawyerW,1Story,8,5,2004,2004,VinylSd,BrkFace,264.0,PConc,516.0,222.0,1512.0,5,0,0.0,0.0,2,0,3,1,6,0,3.0,210,36,1,2009,12.220961258023925
546,531385020,20,RL,9.05122740031911,3,Inside,SawyerW,1Story,7,5,2001,2001,VinylSd,None,0.0,PConc,20.0,1434.0,1454.0,5,0,0.0,0.0,2,0,3,1,6,1,2.0,290,39,4,2009,12.14950229404178
533,528490070,60,FV,9.002947130753205,3,Inside,Somerst,2Story,7,5,2003,2003,VinylSd,None,0.0,PConc,410.0,402.0,812.0,5,841,1.0,0.0,2,1,3,1,6,0,2.0,0,45,3,2009,12.250089530946948
718,902327070,70,RM,9.035986984831405,4,Corner,OldTown,2Story,6,7,1900,1950,Stucco,None,0.0,BrkTil,0.0,917.0,917.0,4,917,0.0,0.0,2,0,3,1,8,0,1.0,0,235,6,2009,11.982929094215963
1830,532479050,20,RL,9.282754052485227,3,CulDSac,Sawyer,1Story,5,5,1974,1974,Plywood,BrkFace,44.0,CBlock,787.0,250.0,1037.0,3,0,1.0,0.0,1,0,2,1,5,0,2.0,136,47,8,2007,11.76756768334381
2929,924100070,20,RL,9.211339872309265,4,Inside,Mitchel,1Story,5,5,1974,1975,HdBoard,None,0.0,CBlock,1071.0,195.0,1389.0,4,0,1.0,0.0,1,0,2,1,6,1,2.0,240,38,4,2006,12.043553716032399
2207,909254140,30,RL,8.361708288575842,4,Inside,Crawfor,1Story,5,6,1913,2002,WdShing,None,0.0,PConc,365.0,75.0,440.0,3,0,0.0,0.0,1,0,2,1,4,1,1.0,0,0,3,2007,11.411446296020374
1417,905480150,50,RL,9.169518377455928,4,Corner,Edwards,1.5Fin,6,5,1924,1950,Wd Sdng,None,0.0,BrkTil,0.0,572.0,572.0,2,524,0.0,0.0,1,0,2,1,5,0,0.0,0,8,4,2008,11.27720313144916
2787,907203040,20,RL,9.190137664658664,4,Corner,CollgCr,1Story,5,7,1972,1972,VinylSd,None,0.0,PConc,894.0,0.0,894.0,3,0,1.0,0.0,1,0,3,1,5,0,2.0,256,0,7,2006,11.917723684090689
1037,527403360,20,RL,8.930626469173578,4,Inside,NAmes,1Story,5,5,1971,1971,MetalSd,None,0.0,CBlock,119.0,132.0,864.0,3,0,1.0,0.0,1,0,3,1,5,0,2.0,0,0,5,2008,11.719939634354555
2659,902305090,70,RM,9.169518377455928,4,Inside,OldTown,2Story,4,2,1900,1950,AsbShng,None,0.0,BrkTil,0.0,1095.0,1095.0,2,679,1.0,0.0,2,0,4,2,8,0,3.0,0,0,5,2006,11.37366339763672
1567,914475020,80,RL,9.198267790741914,4,Inside,Mitchel,SLvl,6,6,1977,1977,Plywood,None,0.0,CBlock,522.0,574.0,1096.0,3,0,1.0,0.0,1,0,3,1,6,1,1.0,203,0,7,2008,12.049418835484797
1225,534477080,50,RL,9.169518377455928,4,Inside,NAmes,1.5Fin,6,5,1950,1950,VinylSd,None,0.0,CBlock,280.0,752.0,1032.0,3,220,0.0,0.0,1,0,3,1,6,0,1.0,0,0,4,2008,11.686878772093667
685,535453200,20,RL,8.97853441008332,4,Inside,NAmes,1Story,5,5,1959,1959,BrkFace,None,0.0,CBlock,1148.0,0.0,1148.0,3,0,1.0,0.0,1,0,3,1,6,0,1.0,0,0,7,2009,11.794337924408413
1358,903427090,70,RM,8.536995818712418,4,Inside,OldTown,2Story,8,7,1925,1996,Stucco,None,0.0,PConc,0.0,588.0,588.0,2,833,0.0,0.0,1,0,3,1,7,1,1.0,192,63,6,2008,11.9891596439666
1461,907255030,60,RL,9.181940897454485,3,CulDSac,CollgCr,2Story,9,5,2001,2002,VinylSd,BrkFace,134.0,PConc,1194.0,163.0,1357.0,5,581,1.0,0.0,2,1,3,1,7,1,3.0,168,116,1,2008,12.520883385370206
221,905104210,20,RL,9.050288983827956,4,FR2,Sawyer,1Story,5,5,1967,1967,HdBoard,None,0.0,CBlock,842.0,70.0,912.0,3,0,0.0,0.0,1,0,3,1,5,1,1.0,0,0,5,2010,11.736069016284437
2187,908225310,90,RL,9.075779878580487,4,Inside,Edwards,1Story,5,6,1946,1950,Plywood,None,0.0,CBlock,0.0,1195.0,1195.0,3,0,0.0,0.0,2,0,4,2,8,0,0.0,118,0,7,2007,11.49781182716018
2504,533128090,20,RL,9.430359045942868,4,Corner,NoRidge,1Story,8,5,1994,1995,ImStucc,None,0.0,PConc,1456.0,168.0,1624.0,5,0,1.0,0.0,2,0,2,1,5,1,3.0,0,114,7,2006,12.476099782743233
855,907201280,20,RL,8.846496938558838,3,Inside,CollgCr,1Story,5,7,1979,1979,HdBoard,BrkFace,40.0,CBlock,710.0,132.0,914.0,3,0,1.0,0.0,1,0,2,1,5,0,2.0,0,0,10,2009,11.812289042195847
