id,pid,ms_subclass,ms_zoning,lot_area,lot_shape,lot_config,neighborhood,house_style,overall_qual,overall_cond,year_built,year_remod/add,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,foundation,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,saleprice
3,526351010,20,RL,14267,3,Corner,NAmes,1Story,6,6,1958,1958,Wd Sdng,Wd Sdng,BrkFace,108.0,3,CBlock,923.0,0.0,406.0,1329.0,3,1329,0,0,1329,0.0,0.0,1,1,3,1,5,6,0,1.0,312.0,393,36,0,0,0,0,12500,6,2010,172000
2140,907202220,20,RL,9675,4,Corner,CollgCr,1Story,5,6,1975,1975,HdBoard,HdBoard,None,0.0,3,CBlock,330.0,432.0,102.0,864.0,3,879,0,0,879,0.0,0.0,1,0,3,1,4,5,0,2.0,440.0,0,80,0,0,0,0,0,9,2007,120000
553,531477020,20,RH,8400,4,Inside,SawyerW,1Story,4,4,1950,1950,Wd Sdng,AsbShng,None,0.0,2,CBlock,0.0,0.0,721.0,721.0,4,841,0,0,841,0.0,0.0,1,0,2,1,4,4,0,1.0,294.0,250,0,24,0,0,0,0,9,2009,82000
2594,535354130,50,RL,7500,4,Inside,NAmes,1.5Fin,6,6,1947,1950,VinylSd,VinylSd,None,0.0,3,CBlock,0.0,0.0,784.0,784.0,5,900,412,0,1312,0.0,0.0,1,1,3,1,4,6,0,2.0,649.0,0,28,0,0,0,0,0,10,2006,127000
1314,902305080,75,RM,9600,4,Inside,OldTown,2.5Unf,6,5,1917,1950,AsbShng,AsbShng,None,0.0,3,BrkTil,319.0,0.0,416.0,735.0,2,1134,924,0,2058,0.0,0.0,1,1,3,1,4,8,1,2.0,396.0,0,0,259,0,0,0,0,4,2008,129500
366,527182110,120,RL,5814,3,CulDSac,StoneBr,1Story,8,5,1984,1984,HdBoard,HdBoard,None,0.0,4,CBlock,1036.0,0.0,184.0,1220.0,4,1360,0,0,1360,1.0,0.0,1,0,1,1,5,4,1,2.0,565.0,63,0,0,0,0,0,0,8,2009,187500
1462,907255060,20,RL,14860,2,CulDSac,CollgCr,1Story,8,5,2002,2003,VinylSd,VinylSd,BrkFace,240.0,4,PConc,1538.0,0.0,240.0,1778.0,5,1786,0,0,1786,1.0,0.0,2,0,3,1,5,6,1,3.0,715.0,182,35,0,0,0,0,0,6,2008,300000
2541,534250300,60,RL,14803,3,CulDSac,NWAmes,2Story,6,5,1971,1971,HdBoard,HdBoard,BrkFace,252.0,3,CBlock,416.0,0.0,409.0,825.0,4,1097,896,0,1993,0.0,0.0,2,1,4,1,4,8,1,2.0,495.0,0,66,0,0,0,0,0,6,2006,190000
2088,905480090,50,RL,7550,4,Inside,Edwards,1.5Fin,4,5,1920,1950,MetalSd,MetalSd,None,0.0,2,BrkTil,0.0,0.0,951.0,951.0,2,986,376,0,1362,0.0,0.0,2,0,4,1,4,7,0,1.0,280.0,0,0,0,0,0,0,0,3,2007,96000
527,528480130,60,FV,8125,4,Inside,Somerst,2Story,7,5,2006,2007,CemntBd,CmentBd,Stone,100.0,4,PConc,812.0,0.0,280.0,1092.0,5,1112,438,0,1550,1.0,0.0,2,0,2,1,5,7,0,2.0,438.0,0,168,0,0,0,0,0,10,2009,241000
1824,532376090,20,RL,13673,3,CulDSac,Sawyer,1Story,5,5,1962,1962,HdBoard,HdBoard,None,0.0,3,CBlock,0.0,0.0,1140.0,1140.0,3,1696,0,0,1696,0.0,0.0,1,1,3,1,4,8,1,1.0,349.0,0,30,0,0,0,0,0,3,2007,143900
2918,923228180,160,RM,1533,4,Inside,MeadowV,2Story,4,5,1970,1970,CemntBd,CmentBd,None,0.0,3,CBlock,408.0,0.0,138.0,546.0,3,546,546,0,1092,0.0,0.0,1,1,3,1,4,5,0,1.0,286.0,0,0,0,0,0,0,0,12,2006,87550
49,528180070,120,RL,7658,4,Inside,NridgHt,1Story,9,5,2005,2005,MetalSd,MetalSd,BrkFace,412.0,5,PConc,456.0,0.0,1296.0,1752.0,5,1752,0,0,1752,1.0,0.0,2,0,2,1,6,6,1,2.0,576.0,196,82,0,0,0,0,0,2,2010,319900
2332,527210050,60,RL,12292,3,CulDSac,StoneBr,2Story,9,5,2006,2006,VinylSd,VinylSd,BrkFace,184.0,4,PConc,205.0,0.0,889.0,1094.0,5,1102,1371,0,2473,0.0,0.0,2,1,4,1,5,11,1,3.0,675.0,246,39,0,0,0,0,0,7,2006,356383
826,906380100,20,RL,11923,3,Corner,CollgCr,1Story,9,5,2007,2007,VinylSd,VinylSd,None,0.0,4,PConc,0.0,0.0,1800.0,1800.0,5,1800,0,0,1800,0.0,0.0,2,0,2,1,6,7,0,2.0,702.0,288,136,0,0,0,0,0,5,2009,239000
1108,528365080,60,RL,10010,4,Inside,NoRidge,2Story,7,5,1993,1994,VinylSd,VinylSd,BrkFace,320.0,4,PConc,228.0,852.0,0.0,1080.0,5,1108,1089,0,2197,1.0,0.0,2,1,4,1,5,9,1,3.0,783.0,385,99,0,0,0,0,0,7,2008,287500
2041,903475040,50,RM,12358,3,Inside,OldTown,1.5Fin,5,6,1941,1950,MetalSd,MetalSd,None,0.0,3,CBlock,360.0,0.0,360.0,720.0,3,854,0,528,1382,0.0,0.0,1,1,2,1,4,7,0,2.0,660.0,237,0,0,0,0,0,0,5,2007,128500
57,528240130,60,RL,8577,3,Inside,Gilbert,2Story,7,5,2004,2004,VinylSd,VinylSd,None,0.0,4,PConc,0.0,0.0,847.0,847.0,5,847,886,0,1733,0.0,0.0,2,1,3,1,5,7,1,2.0,433.0,144,48,0,0,0,0,0,4,2010,185088
520,528458060,20,FV,8640,4,Inside,Somerst,1Story,7,5,2008,2008,VinylSd,VinylSd,None,0.0,4,PConc,0.0,0.0,1402.0,1402.0,5,1402,0,0,1402,0.0,0.0,2,0,3,1,5,7,0,2.0,625.0,205,126,0,0,0,0,0,5,2009,229800
2305,923425030,20,RL,10447,4,Inside,Mitchel,1Story,5,6,1984,1984,Plywood,HdBoard,None,0.0,3,CBlock,516.0,0.0,348.0,864.0,3,887,0,0,887,0.0,1.0,1,0,3,1,4,5,0,1.0,288.0,140,0,0,0,0,0,0,12,2007,124500
2533,534201230,20,RL,9600,4,Corner,NAmes,1Story,5,5,1968,1968,MetalSd,MetalSd,None,0.0,3,CBlock,758.0,0.0,293.0,1051.0,4,1051,0,0,1051,1.0,0.0,1,0,3,1,4,6,0,2.0,504.0,0,0,0,0,0,0,0,7,2006,142000
2852,909250200,70,RL,4899,4,Corner,SWISU,2Story,6,8,1920,1950,MetalSd,MetalSd,None,0.0,3,PConc,305.0,0.0,450.0,755.0,5,755,755,0,1510,0.0,0.0,1,0,3,1,4,6,0,1.0,216.0,0,0,164,0,0,0,0,6,2006,149000
1198,534250010,90,RL,9246,3,Inside,NWAmes,1Story,5,5,1973,1973,Plywood,Plywood,BrkFace,564.0,3,CBlock,0.0,0.0,1656.0,1656.0,3,1656,0,0,1656,0.0,0.0,2,0,4,2,4,8,0,2.0,506.0,0,211,0,0,0,0,0,11,2008,135000
1681,527452100,120,RL,4928,3,Inside,NPkVill,1Story,6,5,1976,1976,Plywood,Plywood,None,0.0,3,CBlock,120.0,0.0,958.0,1078.0,3,958,0,0,958,0.0,0.0,2,0,2,1,4,5,1,2.0,440.0,0,205,0,0,0,0,0,2,2007,128000
1825,532377050,20,RL,7476,4,Corner,Sawyer,1Story,5,7,1968,1968,HdBoard,HdBoard,None,0.0,3,CBlock,812.0,0.0,228.0,1040.0,3,1040,0,0,1040,1.0,0.0,1,1,3,1,4,5,0,2.0,686.0,188,0,0,0,0,0,0,6,2007,145000
2208,909254150,50,RL,5362,4,Corner,Crawfor,1.5Fin,5,6,1910,2003,Wd Sdng,Wd Shng,None,0.0,3,PConc,0.0,0.0,661.0,661.0,5,661,589,0,1250,0.0,0.0,2,0,3,1,4,8,1,2.0,552.0,242,0,81,0,0,0,0,11,2007,139000
1646,527302020,80,RL,12090,4,Inside,NWAmes,SLvl,6,7,1984,2003,VinylSd,VinylSd,BrkFace,74.0,3,CBlock,0.0,0.0,585.0,585.0,5,1140,728,0,1868,0.0,0.0,3,1,3,1,4,7,1,2.0,477.0,268,112,0,0,147,0,0,1,2007,178000
748,903400220,75,RL,11888,3,Inside,BrkSide,2.5Unf,6,6,1916,1994,Wd Sdng,Wd Shng,None,0.0,3,BrkTil,0.0,0.0,844.0,844.0,4,1445,689,0,2134,0.0,0.0,2,0,5,1,5,10,0,2.0,441.0,0,60,268,0,0,0,0,7,2009,214500
2846,909131125,190,RH,7082,4,Inside,SWISU,2Story,5,8,1916,1995,VinylSd,VinylSd,None,0.0,3,PConc,0.0,0.0,686.0,686.0,4,948,980,0,1928,0.0,0.0,2,0,5,2,4,10,0,0.0,0.0,0,0,228,0,0,0,0,7,2006,160000
493,528292070,60,RL,8755,3,FR2,Gilbert,2Story,7,5,1999,1999,VinylSd,VinylSd,BrkFace,298.0,4,PConc,772.0,0.0,220.0,992.0,5,1022,1038,0,2060,1.0,0.0,2,1,3,1,5,8,1,2.0,390.0,0,0,0,168,0,0,0,6,2009,214000
694,902103100,50,RM,4080,4,Inside,OldTown,1.5Fin,6,8,1935,1998,Wd Sdng,Wd Sdng,None,0.0,3,PConc,0.0,0.0,901.0,901.0,4,861,517,0,1378,0.0,0.0,1,0,3,1,5,6,0,1.0,162.0,54,0,40,0,0,0,0,6,2009,128900
2283,923205025,190,RL,32463,4,Inside,Mitchel,1Story,4,4,1961,1975,MetalSd,MetalSd,Stone,149.0,3,CBlock,1159.0,0.0,90.0,1249.0,5,1622,0,0,1622,1.0,0.0,1,0,3,1,4,7,1,4.0,1356.0,439,0,0,0,0,0,0,3,2007,168000
1632,527182040,120,RL,3696,4,Inside,StoneBr,1Story,8,5,1986,1986,HdBoard,HdBoard,None,0.0,4,CBlock,0.0,0.0,1074.0,1074.0,5,1088,0,0,1088,0.0,0.0,1,1,2,1,5,5,0,2.0,461.0,0,74,137,0,0,0,0,10,2007,170000
2624,535453160,20,RL,7560,4,Inside,NAmes,1Story,5,5,1959,1959,BrkFace,Wd Sdng,None,0.0,3,CBlock,369.0,0.0,671.0,1040.0,3,1040,0,0,1040,0.0,0.0,1,0,3,1,4,6,0,1.0,286.0,140,0,252,0,0,0,0,7,2006,133700
2197,909250150,70,RL,10592,4,Inside,Crawfor,2Story,6,7,1923,1996,Wd Sdng,Wd Sdng,None,0.0,3,PConc,0.0,0.0,602.0,602.0,3,900,602,0,1502,0.0,0.0,1,1,3,1,5,7,2,1.0,180.0,96,0,112,0,53,0,0,8,2007,165000
1045,527451400,160,RM,1680,4,Inside,BrDale,2Story,6,3,1971,1971,HdBoard,HdBoard,BrkFace,604.0,3,CBlock,358.0,0.0,125.0,483.0,3,483,504,0,987,0.0,0.0,1,1,2,1,4,5,0,1.0,264.0,0,0,0,0,0,0,0,8,2008,89500
2549,534427090,190,RL,10382,4,Inside,NAmes,SLvl,6,5,1958,1958,HdBoard,HdBoard,BrkFace,105.0,3,CBlock,513.0,0.0,75.0,588.0,3,1095,0,0,1095,1.0,0.0,1,0,2,1,4,6,0,1.0,264.0,0,0,0,0,0,0,0,3,2006,140000
2829,908188110,160,RM,2522,4,Inside,Edwards,2Story,7,5,2004,2004,VinylSd,VinylSd,Stone,50.0,4,PConc,0.0,0.0,970.0,970.0,5,970,739,0,1709,0.0,0.0,2,0,3,1,5,7,0,2.0,380.0,0,40,0,0,0,0,0,5,2006,134000
2480,531451290,60,RL,9370,2,Inside,SawyerW,2Story,6,5,1992,1993,HdBoard,HdBoard,None,0.0,4,PConc,758.0,0.0,78.0,836.0,5,844,887,0,1731,1.0,0.0,2,1,3,1,5,7,0,2.0,462.0,307,85,0,0,224,0,3000,10,2006,248500
2724,905200490,80,RL,10246,3,CulDSac,Sawyer,SLvl,4,9,1965,2001,VinylSd,VinylSd,None,0.0,3,CBlock,648.0,0.0,0.0,648.0,5,960,0,0,960,1.0,1.0,0,0,0,1,4,3,0,1.0,364.0,88,0,0,0,0,0,0,5,2006,145000
2352,527356060,60,RL,11475,4,Inside,NWAmes,2Story,6,6,1975,1975,VinylSd,VinylSd,None,0.0,3,CBlock,550.0,0.0,163.0,713.0,3,811,741,0,1552,1.0,0.0,2,1,3,1,4,6,1,2.0,434.0,209,208,0,0,0,0,0,2,2006,179900
1783,528431110,20,RL,9986,4,Inside,Somerst,1Story,8,5,2006,2007,VinylSd,VinylSd,BrkFace,428.0,4,PConc,0.0,0.0,1795.0,1795.0,5,1795,0,0,1795,0.0,0.0,2,0,2,1,5,7,1,3.0,895.0,0,49,0,0,0,0,0,2,2007,147000
338,923426070,60,RL,10475,4,Inside,Mitchel,2Story,5,5,1991,1991,HdBoard,HdBoard,None,0.0,3,PConc,458.0,0.0,166.0,624.0,4,624,650,0,1274,0.0,0.0,1,1,3,1,4,6,0,2.0,576.0,22,0,0,0,0,0,0,3,2010,136000
196,903227020,50,RM,6000,4,Inside,BrkSide,1.5Fin,6,6,1940,1950,MetalSd,MetalSd,None,0.0,3,CBlock,264.0,0.0,308.0,572.0,5,848,348,0,1196,0.0,1.0,1,1,3,1,4,6,2,2.0,576.0,0,0,0,0,0,0,0,3,2010,128000
762,904100190,20,RL,4280,3,Inside,Sawyer,1Story,4,9,1946,2001,MetalSd,MetalSd,None,0.0,3,CBlock,0.0,0.0,560.0,560.0,5,704,0,0,704,0.0,1.0,1,0,2,1,3,4,0,1.0,220.0,0,0,24,0,0,0,0,9,2009,88750
151,535302200,20,RL,10895,4,Corner,NAmes,1Story,5,6,1955,1955,MetalSd,MetalSd,None,0.0,3,CBlock,648.0,0.0,324.0,972.0,3,972,0,0,972,0.0,0.0,1,0,3,1,4,5,0,1.0,305.0,0,0,205,0,0,0,0,6,2010,122500
158,535353190,50,RL,17503,4,Inside,NAmes,1.5Fin,6,5,1948,1950,VinylSd,VinylSd,None,0.0,3,CBlock,0.0,0.0,912.0,912.0,3,912,546,0,1458,0.0,1.0,1,0,3,1,4,6,1,1.0,330.0,192,0,0,0,0,0,0,1,2010,97500
2572,535151080,20,RL,9723,3,Corner,NAmes,1Story,6,7,1963,1963,MetalSd,MetalSd,BrkFace,332.0,3,CBlock,0.0,0.0,1008.0,1008.0,3,1008,0,0,1008,0.0,0.0,1,0,2,1,4,5,0,2.0,430.0,0,0,0,0,0,0,0,10,2006,135000
1686,528102090,20,RL,11694,4,Inside,NridgHt,1Story,9,5,2007,2007,CemntBd,CmentBd,BrkFace,452.0,5,PConc,48.0,0.0,1774.0,1822.0,5,1828,0,0,1828,0.0,0.0,2,0,3,1,5,9,1,3.0,774.0,0,108,0,0,260,0,0,7,2007,314813
943,911103050,50,C (all),8470,3,Corner,IDOTRR,1.5Fin,3,2,1915,1982,Plywood,Plywood,None,0.0,2,CBlock,0.0,0.0,1013.0,1013.0,3,1013,0,513,1526,0.0,0.0,1,0,2,1,3,6,0,0.0,0.0,0,0,156,0,0,0,0,10,2009,85000
735,903226170,50,RM,6000,4,Inside,BrkSide,1.5Fin,6,9,1937,2000,MetalSd,MetalSd,None,0.0,4,BrkTil,0.0,0.0,698.0,698.0,3,786,390,0,1176,0.0,0.0,1,0,2,1,4,4,0,2.0,624.0,210,0,0,0,0,0,0,7,2009,134900
2741,905451410,20,RL,10519,4,Inside,Edwards,1Story,5,8,1955,1999,MetalSd,MetalSd,Stone,164.0,3,CBlock,0.0,0.0,1057.0,1057.0,4,1057,0,0,1057,0.0,1.0,1,0,3,1,5,6,0,1.0,288.0,0,0,0,0,0,0,0,3,2006,137000
1106,528363110,20,RL,10437,3,Inside,NoRidge,1Story,8,6,1995,1995,MetalSd,MetalSd,BrkFace,660.0,4,PConc,1696.0,0.0,413.0,2109.0,5,2113,0,0,2113,1.0,0.0,2,1,2,1,5,7,1,3.0,839.0,236,46,0,0,0,0,0,8,2008,350000
2375,527452290,20,RL,7514,4,Inside,NAmes,1Story,5,7,1967,1975,MetalSd,MetalSd,None,0.0,3,CBlock,373.0,108.0,462.0,943.0,3,1387,0,0,1387,1.0,0.0,1,0,3,1,4,6,1,1.0,300.0,0,0,240,0,0,0,0,9,2006,145000
2657,902207110,30,RM,5747,4,Inside,OldTown,1Story,3,4,1920,1950,Wd Sdng,Wd Sdng,None,0.0,3,PConc,0.0,0.0,798.0,798.0,4,840,0,0,840,0.0,0.0,1,0,2,1,3,5,0,1.0,250.0,112,0,0,0,0,0,0,6,2006,64000
907,909129100,50,RH,4500,2,Inside,SWISU,1.5Fin,5,5,1932,2000,VinylSd,Stucco,None,0.0,3,BrkTil,182.0,0.0,611.0,793.0,5,848,672,0,1520,0.0,0.0,1,0,3,1,4,6,0,1.0,281.0,0,0,56,0,0,0,0,7,2009,159434
1777,528427100,20,RL,11830,4,Inside,Somerst,1Story,8,5,2007,2007,VinylSd,VinylSd,BrkFace,164.0,4,PConc,1220.0,0.0,322.0,1542.0,5,1542,0,0,1542,1.0,0.0,2,0,3,1,5,6,1,3.0,852.0,168,110,0,0,0,0,0,7,2007,260261
164,535454070,50,RL,8520,4,Corner,NAmes,1.5Fin,5,4,1952,1952,BrkFace,Wd Sdng,None,0.0,3,CBlock,507.0,0.0,403.0,910.0,2,910,475,0,1385,0.0,0.0,2,0,4,1,4,6,0,2.0,720.0,0,0,0,0,0,0,0,6,2010,166000
1973,535478040,85,RL,6760,4,Inside,NAmes,SFoyer,5,5,1962,1962,HdBoard,HdBoard,None,0.0,3,CBlock,734.0,0.0,162.0,896.0,3,936,0,0,936,1.0,0.0,1,0,3,1,4,6,1,1.0,288.0,24,90,160,0,0,0,0,10,2007,130000
2857,909256020,50,RL,6191,4,Corner,SWISU,1.5Fin,5,4,1941,1950,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,384.0,0.0,440.0,824.0,3,824,464,0,1288,0.0,0.0,1,0,4,1,4,6,0,1.0,240.0,0,0,0,0,0,0,0,11,2006,112000
1208,534400030,20,RL,8700,4,Inside,NAmes,1Story,5,6,1963,1963,MetalSd,MetalSd,BrkFace,148.0,3,CBlock,776.0,0.0,344.0,1120.0,4,1128,0,0,1128,1.0,0.0,2,0,3,1,4,6,0,2.0,525.0,192,20,123,0,0,0,0,12,2008,155000
319,916386090,60,RL,12003,4,Corner,Timber,2Story,8,5,2009,2010,VinylSd,VinylSd,BrkFace,84.0,4,PConc,0.0,0.0,774.0,774.0,5,774,1194,0,1968,0.0,0.0,2,1,4,1,6,8,1,3.0,680.0,0,75,0,0,0,0,0,5,2010,269500
2567,535103070,80,RL,12700,3,Inside,NAmes,SLvl,6,5,1964,1964,HdBoard,HdBoard,None,0.0,3,CBlock,939.0,0.0,307.0,1246.0,3,1246,0,0,1246,1.0,0.0,1,0,3,1,4,6,2,2.0,441.0,0,69,0,0,0,0,0,11,2006,172000
2222,909425270,70,RL,13125,4,Inside,Crawfor,2Story,7,6,1940,1984,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,410.0,0.0,390.0,800.0,3,960,780,0,1740,0.0,0.0,1,1,3,1,4,6,2,1.0,240.0,0,0,0,0,0,0,0,7,2007,219500
2493,532376250,20,RL,8638,3,Inside,Sawyer,1Story,5,6,1963,1963,HdBoard,HdBoard,None,0.0,3,PConc,181.0,0.0,744.0,925.0,4,925,0,0,925,1.0,0.0,1,0,2,1,4,5,0,2.0,484.0,203,74,0,0,0,0,0,10,2006,133500
1757,528280150,80,RL,9967,3,Inside,Gilbert,SLvl,7,5,2000,2000,VinylSd,VinylSd,None,0.0,3,PConc,0.0,0.0,384.0,384.0,5,774,656,0,1430,0.0,0.0,2,1,3,1,4,8,1,2.0,400.0,100,0,0,0,0,0,0,12,2007,170000
184,902305110,70,RM,9600,4,Corner,OldTown,2Story,8,9,1900,2003,Wd Sdng,Wd Sdng,None,0.0,4,BrkTil,0.0,0.0,930.0,930.0,3,930,636,0,1566,0.0,0.0,2,0,3,1,5,7,0,1.0,288.0,54,228,246,0,0,0,0,4,2010,150000
1248,535302140,20,RL,12774,4,Inside,NAmes,1Story,5,5,1953,1953,MetalSd,MetalSd,None,0.0,3,PConc,624.0,128.0,232.0,984.0,3,950,0,0,950,0.0,0.0,1,0,2,1,4,5,0,2.0,400.0,0,32,0,0,0,0,0,7,2008,130000
2574,535152070,80,RL,8163,4,Inside,NAmes,SLvl,5,6,1959,1959,HdBoard,HdBoard,BrkFace,128.0,3,CBlock,748.0,294.0,102.0,1144.0,3,1144,0,0,1144,1.0,0.0,1,0,3,1,4,6,1,1.0,796.0,86,0,0,0,0,0,0,3,2006,143000
1215,534403260,20,RL,9900,4,Corner,NAmes,1Story,5,5,1961,1961,Plywood,Plywood,None,0.0,3,CBlock,0.0,0.0,1114.0,1114.0,3,1114,0,0,1114,1.0,0.0,1,0,3,1,4,5,0,2.0,451.0,0,0,0,0,164,0,0,5,2008,140000
1614,526355170,20,RL,13651,3,Inside,NAmes,1Story,7,6,1973,1973,Plywood,Plywood,BrkFace,1115.0,3,CBlock,1880.0,0.0,343.0,2223.0,5,2223,0,0,2223,1.0,0.0,2,0,3,1,4,8,2,2.0,516.0,300,0,0,0,0,0,0,2,2007,244000
2039,903458020,75,RM,7200,4,Inside,IDOTRR,2.5Unf,5,7,1920,1996,MetalSd,MetalSd,None,0.0,3,BrkTil,0.0,0.0,530.0,530.0,3,581,530,0,1111,0.0,0.0,1,0,3,1,3,6,0,1.0,288.0,0,0,144,0,0,0,0,3,2007,101000
2669,902406030,20,RM,9750,4,Inside,OldTown,1Story,5,5,1958,1958,HdBoard,HdBoard,None,0.0,3,CBlock,0.0,0.0,960.0,960.0,5,960,0,0,960,0.0,0.0,1,0,3,1,4,5,0,2.0,624.0,0,0,0,0,0,0,4500,7,2006,125000
1005,527162180,60,RL,11184,3,Corner,Gilbert,2Story,6,5,1998,1998,VinylSd,VinylSd,None,0.0,3,PConc,0.0,0.0,932.0,932.0,4,932,701,0,1633,0.0,0.0,2,1,3,1,4,7,1,2.0,460.0,0,39,0,0,0,0,0,4,2008,183000
753,903430060,75,RM,5520,4,Corner,OldTown,2.5Fin,6,6,1912,1950,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,0.0,0.0,755.0,755.0,5,929,929,371,2229,0.0,0.0,1,0,5,1,4,8,0,0.0,0.0,0,198,30,0,0,0,0,7,2009,104000
1275,535455060,45,RL,6390,4,Corner,NAmes,1.5Unf,6,7,1954,1954,MetalSd,MetalSd,None,0.0,3,CBlock,0.0,0.0,936.0,936.0,3,984,0,0,984,1.0,0.0,1,0,2,1,4,4,0,1.0,280.0,0,0,0,0,0,0,0,6,2008,112500
2350,527355280,20,RL,10240,4,Inside,NWAmes,1Story,6,6,1980,1980,Plywood,Plywood,BrkFace,157.0,3,CBlock,625.0,1061.0,0.0,1686.0,3,1686,0,0,1686,1.0,0.0,2,0,3,1,4,7,1,2.0,612.0,384,131,0,0,0,0,0,5,2006,207500
2762,906394040,20,RL,9316,4,Inside,CollgCr,1Story,7,5,2005,2005,VinylSd,VinylSd,BrkFace,140.0,4,PConc,56.0,0.0,1558.0,1614.0,5,1614,0,0,1614,0.0,0.0,2,0,3,1,5,7,1,2.0,576.0,100,45,0,0,0,0,0,3,2006,225000
2788,907227090,20,RL,7200,4,Inside,CollgCr,1Story,5,8,1972,1972,VinylSd,VinylSd,None,0.0,3,CBlock,437.0,0.0,427.0,864.0,5,864,0,0,864,0.0,0.0,1,0,3,1,4,5,0,1.0,297.0,0,0,0,0,0,0,0,3,2006,119900
2384,528112010,20,RL,12228,4,Corner,NridgHt,1Story,7,5,2006,2006,VinylSd,VinylSd,Stone,206.0,4,PConc,0.0,0.0,1721.0,1721.0,5,1740,0,0,1740,0.0,0.0,2,0,4,1,5,8,0,3.0,874.0,0,43,0,0,0,0,0,9,2006,293000
2716,905107240,20,RL,10335,3,Inside,Sawyer,1Story,5,6,1968,1993,Plywood,Plywood,None,0.0,3,CBlock,570.0,0.0,891.0,1461.0,4,1721,0,0,1721,0.0,0.0,2,1,3,1,4,7,1,2.0,440.0,0,96,180,0,0,0,0,7,2006,180000
313,914478045,80,RL,12328,3,Inside,Mitchel,SLvl,6,5,1976,1976,HdBoard,HdBoard,BrkFace,335.0,3,CBlock,539.0,0.0,473.0,1012.0,3,1034,0,0,1034,1.0,0.0,1,0,3,1,4,6,0,3.0,888.0,0,0,0,0,0,0,0,5,2010,169900
84,532351140,90,RM,8930,4,Inside,Sawyer,1.5Fin,6,5,1978,1978,VinylSd,VinylSd,None,0.0,3,Slab,0.0,0.0,0.0,0.0,3,1318,584,0,1902,0.0,0.0,2,0,4,2,4,8,0,2.0,539.0,0,0,0,0,0,0,0,4,2010,112000
81,531453010,20,RL,9672,4,Corner,SawyerW,1Story,6,5,1984,1985,HdBoard,Plywood,None,0.0,3,PConc,338.0,0.0,702.0,1040.0,3,1097,0,0,1097,0.0,0.0,2,0,3,1,4,6,0,2.0,480.0,0,0,0,0,0,0,0,5,2010,152000
2389,528118110,60,RL,13975,3,Corner,NridgHt,2Story,9,5,2005,2006,VinylSd,VinylSd,BrkFace,525.0,4,PConc,0.0,0.0,1090.0,1090.0,5,1117,1089,0,2206,0.0,0.0,2,1,4,1,6,10,1,3.0,670.0,148,95,0,0,0,0,0,8,2006,300000
280,908152080,80,RL,7819,4,Inside,Edwards,SLvl,6,5,1976,1976,Plywood,Plywood,None,0.0,3,CBlock,422.0,127.0,480.0,1029.0,3,1117,0,0,1117,1.0,0.0,1,0,3,1,4,6,1,2.0,672.0,144,0,0,0,0,0,0,3,2010,107000
190,902402250,190,RM,11340,4,Inside,OldTown,2Story,4,6,1885,1950,VinylSd,AsbShng,None,0.0,3,PConc,0.0,0.0,777.0,777.0,4,1246,1044,0,2290,0.0,0.0,2,0,4,2,4,11,0,2.0,560.0,0,0,114,0,0,0,0,4,2010,122500
2371,527451450,160,RM,1680,4,Inside,BrDale,2Story,6,5,1972,1972,HdBoard,HdBoard,BrkFace,504.0,3,CBlock,276.0,0.0,207.0,483.0,3,483,465,0,948,0.0,0.0,1,1,2,1,4,5,0,1.0,264.0,0,0,0,0,0,0,0,7,2006,89000
213,904350045,50,RL,6001,3,Inside,SWISU,1.5Fin,6,5,1940,1950,VinylSd,VinylSd,None,0.0,3,CBlock,368.0,0.0,232.0,600.0,5,600,319,0,919,0.0,0.0,1,0,3,1,4,5,0,1.0,231.0,0,0,45,0,0,0,0,3,2010,95000
1864,534125120,20,RL,11700,4,Inside,NWAmes,1Story,6,6,1968,1968,MetalSd,MetalSd,BrkFace,41.0,3,CBlock,0.0,0.0,912.0,912.0,5,1152,0,0,1152,1.0,0.0,1,1,3,1,4,7,0,2.0,412.0,0,126,0,0,0,0,0,9,2007,143450
146,535175070,20,RL,9300,4,Inside,NAmes,1Story,5,5,1960,1960,MetalSd,HdBoard,BrkFace,324.0,3,CBlock,697.0,0.0,571.0,1268.0,3,1264,0,0,1264,1.0,0.0,1,0,3,1,4,6,2,2.0,461.0,0,0,0,0,143,0,0,4,2010,167500
809,906226080,90,RL,7018,4,Inside,SawyerW,SFoyer,5,5,1979,1979,Plywood,Plywood,Stone,275.0,3,CBlock,1086.0,0.0,0.0,1086.0,3,1224,0,0,1224,2.0,0.0,0,2,2,2,4,6,2,2.0,528.0,120,0,0,0,0,0,0,6,2009,153337
